@RELATION wada

@ATTRIBUTE mean_x numeric
@ATTRIBUTE std_x numeric
@ATTRIBUTE mean_y numeric
@ATTRIBUTE std_y numeric
@ATTRIBUTE mean_z numeric
@ATTRIBUTE std_z numeric
@ATTRIBUTE Activity {hand_wash,not_hand_wash}

@DATA
-0.5568999776612905,0.9227392094597641,-6.263825958064515,2.037546379797611,4.677608371774194,3.274220067276513,hand_wash
-2.0876863495247524,1.1472902791877129,-7.66000755940594,1.5139204874440229,-6.0321531178217835,1.0848776790765324,hand_wash
-2.4910081594803923,2.5548923779350874,-6.318906782352941,1.424170532732228,-6.953410948039217,1.9713815877774152,hand_wash
-3.3949167184313724,3.1574265011758036,-6.053599684235294,4.220200970171007,-0.8891275212745099,7.3246453773196105,hand_wash
-3.7333444796,2.968364329447587,-6.876412412600001,4.795086208503963,1.3972304104,5.674724042443237,hand_wash
-2.6460856834705884,3.4000629628643844,-6.440066616960784,4.341515030237202,4.466547050784314,5.7959466845089525,hand_wash
-3.3171850341584155,2.2995293071386738,-7.798278416831683,4.160624274484099,-1.6968357567455445,5.258480011087601,hand_wash
-3.175220618627451,0.5332394783368755,-7.13533845882353,0.6808728099923929,-5.778571629411764,0.854925325096715,hand_wash
-3.6107709922330087,0.44715322025924614,-7.260792351456309,0.9720737104294056,-5.5651882951456315,1.2391732111151155,hand_wash
-3.3911560400000003,0.782411596807043,-6.071374487759999,3.6087386119288816,3.39588621864,3.0239494976168495,hand_wash
-2.885740242156863,0.9237010160115416,-8.31185663137255,0.9180540315463666,-1.0177776371568628,2.5887848567098453,hand_wash
-2.745467223529412,0.4087130087675238,-7.912064449019608,0.9206642848544794,-4.586896784313725,1.5547607238816945,hand_wash
-3.3460653539215692,0.24167331908282136,-7.644573610784313,0.26684322309008945,-4.931204344117647,0.15088197171634415,hand_wash
-3.186796546078431,0.6331520489951168,-7.384995769607843,0.7751655547372265,-5.428088722549019,1.0442703270204023,hand_wash
-4.084008216504855,0.29228939093097617,-3.5838444436310675,3.761136571290181,4.367608753009708,4.1997017531514915,hand_wash
-3.373508465979382,0.5912632632922551,-8.129795026804125,1.0060566799195942,-2.5532883545773193,3.0767375883651193,hand_wash
-3.068008391650485,0.8909867922557477,-7.124450629126212,0.48620490037889236,-5.7933313281553405,1.0766572043834015,hand_wash
-3.0233834308823533,1.7691864439261749,-8.198245790196077,1.4778484004818342,-3.539181394828432,3.5745271607785343,hand_wash
-2.7995430254901956,0.5256102308822868,-7.5306458372549,0.5771148955612445,-5.448563787254902,0.5305307101966483,hand_wash
-4.118163523232322,0.5239332740848738,-6.917179271717172,2.4882393794579176,0.6052020691919192,3.8651824318602537,hand_wash
-2.271241629862745,1.7774307957095077,-7.7618239322549005,8.443607408095886,-1.827341197352941,5.382267948124665,hand_wash
-3.071383617647059,0.5224278661030923,-1.6067411158823528,0.8516543974041473,8.017997098529412,0.43502437157849544,hand_wash
-1.4477775755588236,2.270487547625836,-7.772237536568626,3.108843753751321,0.8244268190784318,5.950274311259026,hand_wash
-1.9737074071568628,2.1089991829259316,-6.446570755,3.0315408364186864,4.666214207549021,4.131017559369092,hand_wash
-2.3014975191262135,1.8587182744626403,-7.071922982524273,3.526921306921762,2.015420574757281,5.867952454231905,hand_wash
-1.4760481905588234,2.6602479882131713,-8.199231925,3.9891253861447153,1.2805253945490198,4.950235245066286,hand_wash
-2.016770807411765,2.3588742684574644,-6.9640124290588235,4.697969662885513,0.6709811376764704,6.865012362778497,hand_wash
-1.5205673712480392,2.2959586305796873,-7.953096781372551,3.1909416346147963,2.8936062437549013,2.3738089552457717,hand_wash
0.22787905225490196,2.3265233657641646,-8.456966580392157,1.8174244425184665,-1.3147835443235294,3.1367323694143137,hand_wash
-1.626392661067961,1.090858808582616,-8.769305890291264,1.0600991063118523,-3.1076657382524266,1.429511554803435,hand_wash
-3.1728256039215683,0.7440145736584595,-7.573873592156862,2.8181789093713183,0.408832182640196,3.379719165482226,hand_wash
-2.684018541666666,0.48949456576725275,-8.585512975,0.7074545286303736,-3.7332034069444444,0.9536846902498198,hand_wash
0.9056167449999999,0.06396244846965951,-0.5284011825,0.08323070065717138,8.95617525,0.05075666390669819,hand_wash
0.8543879969607843,0.08015368041353667,-0.559929737745098,0.1126063072394284,8.95130325,0.09335939537304407,hand_wash
0.3531231036336633,0.5760631277397793,-3.7913989177524754,2.2618175247419154,7.654031899009901,0.968275658596911,hand_wash
0.6801855487254902,1.0937293982099887,-7.570680198039216,1.0645402279076146,4.8117233996078435,1.2871082899549893,hand_wash
1.7933882924931375,2.3881161027748994,-8.741668627450979,2.1850861382919313,0.8761310021960785,3.596871374670346,hand_wash
3.08749716,3.37905009926675,-9.108306209803919,3.268555454327381,0.4585053458823529,3.5791561295239696,hand_wash
0.31862772978494613,2.2266246631209023,-6.541545163784946,3.653839118286302,1.5913102097849463,6.789130534142665,hand_wash
-1.159907961,0.8455002343302757,2.73044201875,0.5480613980554985,8.813686895,0.7547097270980545,not_hand_wash
3.619799190886076,5.440100803121367,-0.05002256215189878,4.525792465750889,6.557957616439242,3.366790557508588,not_hand_wash
1.5211191586666675,2.197397465374807,5.7654460000000025,2.4476163394709234,6.027794534313727,3.0240605670991756,not_hand_wash
5.813475511470586,6.075959697031623,6.503828175784315,3.575256066582036,2.140102584,5.591318066379338,not_hand_wash
1.7776915129705881,2.2166713859907983,6.602129621431372,4.1194294104566085,4.960531579901962,3.9787792677820715,not_hand_wash
0.20857597097281552,4.055414165338119,5.399606430582523,3.979796758101033,6.114740671844662,5.67051458210184,not_hand_wash
2.1001620832313725,1.76330644359604,4.791659237843137,7.2390067033632555,4.147445939490196,5.3005733702162585,not_hand_wash
3.3826950650000005,1.6258013739305357,5.193916780673529,4.721015712225373,4.6282578233333345,4.5859190292937555,not_hand_wash
4.393569413333333,1.1076079679203632,8.822148331372548,1.4746960098885853,0.38155947160784315,2.422909456466809,not_hand_wash
4.515379154368931,1.1552939297121814,7.270570052427185,1.66523239825997,3.7513214024271844,1.457458387685107,not_hand_wash
4.44492144509804,1.2109807488520496,9.346915940490197,3.5931926707877557,-0.8409923106470588,3.259281865201218,not_hand_wash
