mean_x,std_x,mean_y,std_y,mean_z,std_z,Activity
-0.201181638,0.12166761945519904,-4.640749466666667,0.3184810487831822,7.386639466666668,0.15343198940799654,hand_wash
0.06845961440594045,3.1086589039410786,-7.510899839603961,2.648404099726061,-1.3617108668316835,6.080391017025174,hand_wash
-1.4837850303039217,3.4245629464324177,-7.1360781009803915,4.760322850262039,0.2406877394117648,6.884889817198661,hand_wash
-3.4492507842156863,2.1599988909452428,-7.926587179411765,1.6457072115184321,0.7637294661009804,2.8713674243742737,hand_wash
-3.82668395019802,1.8555879217266942,-7.201408754455445,1.7564037280825135,-5.054664985940594,3.3837920614738484,hand_wash
-3.560255221568628,0.9472780140252052,-7.0345011156862745,0.8459991978027345,-5.800913425490197,0.7711215848278629,hand_wash
-4.709982023529412,1.360137980614155,-4.647042304529412,4.086429142329374,2.346050778921568,5.703505503244856,hand_wash
-3.895961678019801,1.6778845144712822,-6.648823183762375,2.58632021528448,3.6321538413663372,3.387166894351484,hand_wash
-3.202295258851485,2.6127992472608073,-8.413976289108911,2.0273367028181544,-1.874280614636634,4.532408114010779,hand_wash
-4.399697843137255,1.071814874843717,-6.232216511539216,2.7791939723066656,-1.8961040994705882,4.462664893783197,hand_wash
-4.026015960396039,0.6016991047106577,-7.727198511821783,3.489446138182876,-1.1733342774257427,3.14895599500369,hand_wash
-3.7857627575490196,1.2384970867791727,-7.1468086960784305,0.925051643419313,-5.249436670588236,1.4598738525582335,hand_wash
-3.2130609774851493,2.9627192818733383,-7.906398175247525,1.8213397552453336,-3.9249271812871296,4.405308073438394,hand_wash
-4.165757053465347,0.8951813864893745,-7.457877372772276,3.2052283223412683,-3.416187092534653,2.9384222020905915,hand_wash
-3.7055413539215687,1.0059483947515386,-7.741841929411766,0.8409107199137682,-4.471325346666666,1.5660077427175485,hand_wash
-2.26707569980198,2.563151930300027,-5.593769654455446,8.778534659126443,1.7628055292079208,6.881881786537411,hand_wash
-3.0305901641025637,0.22561764897849373,-1.9536911128205128,0.25421000881110817,8.066886374358974,0.27843259319963,hand_wash
