@RELATION wada

@ATTRIBUTE mean_x numeric
@ATTRIBUTE std_x numeric
@ATTRIBUTE mean_y numeric
@ATTRIBUTE std_y numeric
@ATTRIBUTE mean_z numeric
@ATTRIBUTE std_z numeric
@ATTRIBUTE Activity {not_hand_wash,hand_wash}

@DATA
-9.740667075609757,2.3029068960326313,-1.6195180513951217,1.1566806440240756,-1.5882601229268294,1.553018090231505,not_hand_wash
-9.826624941463415,2.8061454536995125,-1.6910531911170732,1.4067978137133241,-1.9486462956731707,1.612613933536655,not_hand_wash
-9.659436651470587,2.570107545515466,-1.7602689122794122,1.4242092959736132,-1.8796148460441173,1.8550467336130225,not_hand_wash
-9.713804156185567,2.3627491339834674,-2.033680220572165,1.3280551794240145,-1.5813548570824743,1.6848833553389322,not_hand_wash
-9.870174852941176,2.1409589284016937,-2.016682757696078,1.0469389893202883,-2.2364610167352943,1.3151894947182172,not_hand_wash
-9.756801327317072,1.6712542271981303,-1.651050521107317,0.8906580620249611,-2.072141680370732,1.2412911338079449,not_hand_wash
-9.628831339512194,1.609150587278748,-1.6973503344097562,1.5527865615693492,-1.752476675219512,1.6253142609539342,not_hand_wash
-9.547991894607843,1.9688966214124286,-1.6300573344509803,1.6726258274943921,-2.2240456566784315,1.8315168965779787,not_hand_wash
-9.879332904390246,2.1701542676451364,-1.461569429419512,1.2927366369112872,-1.91298972428,1.9776535667560127,not_hand_wash
-10.104225211707316,2.0749590983812807,-1.7093955283804878,1.2706001278662065,-1.4940774463678048,2.011895558736116,not_hand_wash
-9.782157894607844,2.061281715724104,-1.825386436676471,1.2616222780252384,-1.9119417423549017,1.6256578014458865,not_hand_wash
-9.761556374634146,2.231944324752039,-1.6693052490682927,1.3450917004641947,-1.9419752975073175,1.439041794183009,not_hand_wash
-9.733972760487804,2.407039520073266,-1.9036900450000003,1.2819098263916662,-1.9604169509707319,1.6103239834584098,not_hand_wash
-9.477719183221478,1.857398662383181,-1.940528415872483,1.1428190967115406,-2.038796544630872,1.4736282458781735,not_hand_wash
-9.841972527642275,3.9428997217672244,-1.054159076918699,3.836385806680029,0.2608916219105691,2.8351231421340044,not_hand_wash
-9.954464291176471,3.477183665089599,-1.0644100725245098,3.0036938989346402,-0.0926309017352942,2.718196633876611,not_hand_wash
-10.507049993658535,3.1064272581222965,-1.5507108876292683,1.2331236055862762,-1.111721335184878,2.2141789169239825,not_hand_wash
-10.386294275121953,2.480379069359144,-2.0094330713463413,1.1093043927231097,-1.6948910712434144,1.4384101152775404,not_hand_wash
-9.946762668137255,2.0322137317071483,-2.056077304764706,1.229949387226852,-1.5856027239019608,1.260423717886492,not_hand_wash
-10.14611871617647,2.3647838889482338,-2.110094383019608,1.3928238997351,-1.6538549020588236,1.4898532617351266,not_hand_wash
-10.447679761165046,2.3526889427813225,-2.336713589563107,1.4828147920775545,-1.8257547756019419,1.4643447372218126,not_hand_wash
-10.339352128921568,1.898333081162559,-2.4728694036730396,1.3062852082742957,-1.6838748360196076,1.1629590338089908,not_hand_wash
-9.839168734313725,1.986477920426634,-1.9705199311877453,1.3369491984479929,-1.6989258862843133,1.2851469058126903,not_hand_wash
-9.979053310731707,2.1734536953480332,-1.8425352602097562,1.3420672151570612,-1.7968079060536586,1.5992311550808536,not_hand_wash
-9.956727086829268,2.0615536326351864,-2.1688712720487806,1.2755549568299176,-1.5749531630760973,1.725570304448714,not_hand_wash
-9.768116532843138,2.501153533782051,-2.106214222990196,1.388001688885163,-1.6969241701941176,2.0402523562792925,not_hand_wash
-9.729574082439024,2.407686012484554,-1.8625774850731707,1.2510739962066313,-1.9266588634634143,1.8213001712245838,not_hand_wash
-9.496187852450982,1.5151340428854936,-1.8377020106862747,0.7338709592466202,-1.5604961112303923,1.1635320303546914,not_hand_wash
-9.373598216585366,1.603974421423098,-1.8181002175024392,0.709333858773216,-1.1368748748224393,1.2927253940071122,not_hand_wash
-9.50954245,2.18580666814576,-1.7370113931764704,1.0674061079038515,-1.763432920767647,1.6171521081714715,not_hand_wash
-9.725835503414634,2.4160927177116274,-1.8535056136209755,1.7651250556794555,-1.9257183798941464,1.7328047167851854,not_hand_wash
-9.497730302439026,2.3187272043143135,-2.279509487630732,2.147890250823237,-2.315972212777073,2.367978894372509,not_hand_wash
-9.175002798039216,1.9830084447287208,-2.543780763764706,2.0390050611076846,-2.5574229920098044,2.176473165976887,not_hand_wash
-9.805040543414634,2.4280141913062425,-2.2209717046365856,1.8478582855811367,-2.180437459804878,1.9939417564268391,not_hand_wash
-9.850462930392156,2.397455948419183,-1.8490255127867647,1.7600918236226908,-2.06240533497549,2.254594281995248,not_hand_wash
-9.285438154146341,1.5147097657522397,-1.7998688600682926,1.5106994169858883,-1.4258661296097563,1.8268832019155166,not_hand_wash
-9.385633349707602,1.4900900274314959,-1.7775666916608188,0.9087218519871144,-1.252224060122807,1.303436400672714,not_hand_wash
-9.64119203609756,1.766507827121025,-1.8661524905073168,0.929421235524713,-1.5284488972082926,1.3841983464438952,not_hand_wash
-9.508484579512196,2.09284260103316,-1.949913914597073,1.5689499313970081,-1.4139027069039025,1.8677102077683982,not_hand_wash
-9.464899994607844,2.195080325763295,-1.7520507129039213,1.6674848553648816,-1.7074552167230392,1.7507629083391096,not_hand_wash
-9.815602024390245,2.32574535708597,-1.8705803589463417,1.3308473617819199,-1.8118439632214631,1.4730044427622433,not_hand_wash
-9.91042645147059,2.2622702450004364,-2.1561222077156863,1.3978721304436041,-1.6620731141480392,1.5444941001717734,not_hand_wash
-9.346779846341464,1.6809663812297098,-2.082259187707317,1.0196774215730677,-1.6094122369009756,1.2291106296994834,not_hand_wash
-9.48015324,1.665763720665304,-1.90687950214,0.916659944800483,-1.8657669464912194,1.3676732243674594,not_hand_wash
-9.915838720588235,1.8619892197786052,-1.7714280643416669,1.1088824778736692,-2.0620765954509808,1.868957879367835,not_hand_wash
