6910585,-6.955137,0.9735754,4.132606
6910595,-6.9060388,0.859812,4.1385937
6910605,-7.09285,0.67898804,4.0116577
6910703,-4.8726673,-3.4033227,1.0921289
6910712,-4.4319835,-4.150569,0.5269043
6910722,-4.115841,-4.870272,-0.40236327
6910732,-3.7625756,-5.6366787,-1.5184424
6910742,-3.302732,-6.812633,-2.2405407
6910752,-2.875221,-8.171806,-2.7207422
6910761,-2.266886,-9.642348,-3.7230577
6910771,-1.712439,-11.126063,-4.691843
6910781,-1.2118798,-12.6469,-5.931266
6910791,-0.49936157,-13.976136,-6.810238
6910800,0.2203418,-14.774876,-7.946675
6910810,0.7244934,-14.783258,-8.158634
6910820,1.2717553,-14.628779,-8.444839
6910830,1.1687695,-14.506634,-8.456814
6910840,1.0298584,-14.001285,-8.880733
6910849,0.8202942,-13.674364,-9.566906
6910859,0.31015503,-13.155842,-10.271041
6910869,-0.6394702,-12.328363,-11.201507
6910879,-1.905238,-11.282937,-12.328363
6910888,-2.75547,-9.705816,-7.620952
6910898,-2.6572742,-9.129814,-6.0222764
6910908,-2.0920496,-12.745096,-0.010777588
6910918,-1.047821,-15.232325,-2.4345374
6910928,-3.9457946,-13.990506,-4.343368
6910937,-6.2989016,-14.932947,-3.5805542
6910947,-8.422086,-11.775113,-2.0237916
6910957,-6.612649,-9.950109,-11.124866
6910970,-3.8152661,-9.2818985,-11.548784
6910979,-0.54606444,-9.206455,-8.169412
6910989,1.7136365,-9.922565,-5.630691
6910999,2.6716442,-9.200467,-1.1460168
6911009,1.8058448,-8.55022,-0.17603393
6911019,-1.0502161,-9.144184,-2.703977
6911028,-3.0596375,-9.424402,-4.437971
6911038,-3.4548156,-9.413624,-5.363646
6911048,-2.3040087,-8.590935,-3.2332764
6911058,-0.23471192,-7.6425076,0.4754114
6911067,0.8837622,-6.939569,3.7218604
6911077,1.1759546,-7.1527257,3.0153296
6911087,-0.20118164,-9.326206,-0.1472937
6911097,-1.6501684,-10.481803,0.36045045
6911107,-2.13995,-10.13213,1.8022522
6911116,-2.0213964,-10.357262,0.1963916
6911126,-1.5890955,-9.734557,0.16645385
6911136,-0.7364685,-8.343051,1.3795313
6911146,0.30776,-6.940767,2.0824695
6911155,1.0083032,-6.051017,0.9316626
6911165,0.8586145,-6.5839086,-1.0346484
6911175,-0.07783814,-9.366921,-2.4764502
6911185,-1.8190173,-12.658875,-1.8633252
6911195,-4.012855,-12.701986,-1.1747571
6911204,-5.2139573,-12.260105,-3.0811927
6911214,-4.399651,-11.994258,-5.8031325
6911224,-2.1818628,-12.028986,-6.276149
6911234,-0.17962646,-11.538007,-3.9122643
6911243,1.465752,-9.861493,0.5891748
6911253,2.6045837,-9.142987,2.696792
6911263,2.882406,-9.917776,0.32811767
6911273,1.1292517,-10.2878065,-0.8813672
6911283,-1.4286292,-10.283016,0.37721556
6911292,-2.9961693,-10.453063,0.16765137
6911302,-3.302732,-9.333391,2.5890162
6911312,-2.2932312,-7.8089614,6.0150914
6911323,-0.6442602,-6.079757,6.7192273
6911333,0.26704466,-4.651128,4.839137
6911343,0.49097902,-3.9014869,4.206852
6911352,0.8801697,-3.5649865,6.1252623
6911362,1.3160633,-3.5182836,8.532257
6911372,0.62989014,-3.984115,10.787168
6911382,-0.76161623,-3.417693,12.55589
6911392,-1.8441651,-2.6656568,12.382251
6911401,-2.381847,-2.567461,9.742939
6911411,-3.0991552,-2.7410998,7.7766285
6911421,-3.4715807,-3.6380346,6.4593678
6911431,-3.270399,-5.7193065,4.91458
6911440,-2.015409,-8.462802,3.485951
6911450,-0.7688013,-9.884246,4.790039
6911460,0.70174074,-9.916578,6.9048414
6911470,1.7423767,-9.350156,8.671168
6911480,1.780697,-7.6975927,8.061636
6911489,0.7723938,-6.2090883,7.3467226
6911499,-0.49696654,-5.0498986,6.6354017
6911509,-1.0562036,-4.0535707,5.107379
6911519,-1.2741504,-3.554209,3.732638
6911528,-0.8849597,-4.184099,2.4489074
6911538,-0.48139894,-5.853428,2.3135889
6911548,-0.39757323,-7.770641,1.9291883
6911558,-0.8214917,-9.586065,0.6993457
6911568,-1.6705261,-10.606344,-0.23830444
6911577,-2.2022204,-10.50695,-0.43828857
6911587,-2.2345533,-8.983718,0.76281375
6911597,-1.4082714,-7.5035963,2.015409
6911607,-0.432301,-6.2905188,2.6105714
6911616,-0.19160156,-5.332511,2.1088147
6911626,-1.1208692,-4.2930727,3.0129347
6911636,-1.8405725,-4.0823107,3.060835
6911646,-2.4093897,-4.7397437,1.6992663
6911656,-3.4727783,-5.6666164,0.8681946
6911665,-3.7877233,-7.228169,0.45265868
6911675,-2.699187,-8.623268,0.6598279
6911685,-0.83346677,-9.357342,2.3495142
6911695,1.4908997,-9.606423,3.6308496
6911704,3.0716126,-9.641151,5.133724
6911714,3.6679723,-9.0148535,7.028185
6911724,3.0560448,-7.0066295,8.122708
6911734,1.6525635,-5.926476,7.6472974
6911744,-0.3580554,-7.5119786,4.877457
6911753,-2.1782703,-10.426718,1.7315991
6911763,-3.497926,-12.293635,1.9854712
6911773,-3.4643958,-12.02659,2.9889843
6911783,-3.4811609,-11.840977,2.9171338
6911792,-2.9913795,-10.803933,2.7806177
6911802,-1.346001,-10.924882,1.5160474
6911812,0.38440064,-9.399254,0.7232959
6911822,2.2501209,-7.188651,-4.340973
6911832,2.811753,-8.483159,-10.825488
6911841,0.81550413,-11.673326,-12.891192
6911851,-2.9566517,-7.3263645,-9.327404
6911861,-3.7757483,-2.1040246,-11.321258
6911871,-3.749403,-0.05029541,-16.21069
6911880,-4.55892,0.43469605,-16.683706
6911890,-5.483397,1.3795313,-13.511502
6911900,-4.694238,1.223855,-12.848083
6911910,-3.6571949,-1.2430152,-17.241745
6911920,-2.4560926,-2.186653,-16.433426
6911929,-0.92328,-3.1745985,-13.510305
6911939,-0.15328126,-3.109933,-12.893588
6911949,0.19040406,-4.2224193,-11.569141
6911959,-0.27662477,-5.830675,-10.905722
6911968,-0.66821045,-4.311035,-10.049502
6911978,-0.9029224,-2.1698878,-9.928554
6911988,-0.2586621,-1.5878979,-11.739188
6911998,0.9783655,-3.739823,-8.692723
6912008,2.0872595,-4.91458,-5.8414526
6912017,1.5567627,-5.366041,-4.5565248
6912027,0.6873706,-6.0953245,-6.650969
6912037,0.2802173,-6.5384035,-6.508466
6912047,-0.17962646,-6.333629,-5.915698
6912056,-0.68377805,-5.80433,-6.325247
6912066,-1.2861255,-4.3206153,-5.442682
6912076,-1.7375866,-3.505111,-4.197272
6912086,-1.4346167,-4.1936793,-4.756509
6912096,-0.04550537,-4.3230104,-4.8427296
6912105,2.1806653,-3.429668,-6.807843
6912115,3.749403,-3.2775843,-9.443562
6912125,4.405638,-2.6620643,-10.187216
6912135,4.0499783,-1.8238074,-14.10906
6912144,3.0356872,-1.7064514,-14.859899
6912154,0.6502478,-2.4141798,-17.121994
6912164,-1.4441968,-1.8884729,-14.874269
6912182,-3.5314562,-1.4394068,-14.560521
6912192,-6.7994604,-3.3314722,-15.494579
6912201,-7.93949,-4.93374,-16.676521
6912211,-6.285729,-7.061715,-14.63357
6912221,-3.2236962,-7.191046,-11.673326
6912231,0.47181883,-6.9144216,-15.0012045
6912241,2.5075855,-5.619913,-13.990506
6912250,3.202141,-3.0392797,-15.773599
6912260,2.5950036,-3.6332445,-14.767691
6912270,0.33769774,-3.932622,-11.03625
6912280,-1.4513818,-4.2954674,-9.055569
6912289,-1.729204,-4.3840833,-8.5717745
6912299,-1.233435,-3.046465,-4.851112
6912309,0.033530273,-3.5745666,-3.7458105
6912319,1.2633728,-5.108577,1.3124707
6912329,1.3543836,-6.744375,5.9049206
6912338,-0.48259643,-9.249565,5.17444
6912348,-1.4322217,-9.495055,5.8318725
6912358,-1.7375866,-9.44955,1.0142908
6912368,-2.2309606,-9.621991,-0.6143225
6912377,-1.2382251,-8.086783,2.811753
6912387,-0.5939648,-5.7468495,0.0490979
6912397,0.305365,-5.2283278,-1.653761
6912407,0.6706055,-5.7995396,-1.3783337
6912417,-0.29578492,-6.6401916,-3.1638207
6912426,0.4179309,-5.7025414,-4.3709106
6912436,0.6227051,-4.2810974,-12.676838
6912446,1.5603552,-5.118157,-16.69568
6912456,-0.4047583,-4.883445,-17.911154
6912465,-4.1218286,-3.439248,-19.916983
6912475,-5.476212,-2.494413,-21.882095
6912485,-5.82349,-2.1579125,-21.210293
6912495,-4.812792,-3.251239,-17.612974
6912504,-3.2680042,-5.533693,-15.740068
6912514,-0.21674927,-6.349197,-17.520765
6912524,1.5699353,-6.8533483,-15.210769
6912534,0.87298465,-6.004314,-8.3191
6912544,-1.3424084,-5.7863674,-7.9370947
6912553,-3.1865735,-6.7755103,-9.701027
6912563,-1.4944922,-4.604425,-6.143225
6912573,0.8969348,-3.9649549,-6.6940794
6912583,2.0752845,-4.775669,-5.1217494
6912592,2.8788135,-6.292914,0.37601808
6912605,3.629652,-9.302256,3.9278321
6912615,0.57959473,-10.063872,5.0008006
6912625,-1.8645227,-9.590856,3.578159
